SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
CANCELADA,77.558.948/0001-91,ITAMARATY FILTROS DE PAPEL SA,LONDRINA,8.60724e+07,7706,1981-08-28 00:00:00,1998-01-28 00:00:00,Outras Atividades Industriais,PRIVADO,SEDE,PR
CANCELADA,13.575.295/0001-76,ITAPARICA SA EMPREEND TURIST,MATÃO,1.59959e+07,7722,1978-12-22 00:00:00,2004-12-29 00:00:00,Hospedagem e Turismo,PRIVADO HOLDING,SEDE,SP
CANCELADA,02.397.080/0001-96,ITAPEBI GERAÇÃO DE ENERGIA S/A,RIO DE JANEIRO,2.221e+07,19364,2003-02-05 00:00:00,2026-02-25 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,86.442.951/0001-36,ITAPIRUBA HOTEIS E TURISMO SA,LAGUNA,8.879e+07,7730,1977-10-20 00:00:00,1989-07-18 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SC
CANCELADA,08.219.477/0001-74,ITAQUI GERAÇÃO DE ENERGIA S.A.,SÃO LUÍS,6.50856e+07,23213,2013-09-26 00:00:00,2015-07-31 00:00:00,Energia Elétrica,PRIVADO,SEDE,MA
CANCELADA,02.180.133/0001-12,ITAÚ RENT ADM. E PARTICIPAÇÕES S.A.,SÃO PAULO,4.3449e+06,17019,1998-04-06 00:00:00,2002-08-19 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,60.872.504/0001-23,ITAÚ UNIBANCO HOLDING S.A.,SÃO PAULO,4.3449e+06,1279,1977-07-20 00:00:00,1998-04-08 00:00:00,Bancos,ESTRANGEIRO,SEDE,SP
ATIVO,60.872.504/0001-23,ITAÚ UNIBANCO HOLDING S.A.,SÃO PAULO,4.3449e+06,19348,2002-12-30 00:00:00,2002-12-30 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,60.701.190/0001-04,ITAU UNIBANCO S.A.,SÃO PAULO,4.3449e+06,1287,1977-07-20 00:00:00,2003-05-08 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,43.443.464/0001-85,ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT,BARUERI,6.455e+06,1821,1983-07-06 00:00:00,2009-02-28 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
ATIVO,61.532.644/0001-15,ITAUSA S.A.,SÃO PAULO,1.3102e+06,7617,1977-07-20 00:00:00,1977-07-20 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SEDE,SP
ATIVO,61.532.644/0001-15,ITAUSA S.A.,SÃO PAULO,1.3102e+06,7617,1977-07-20 00:00:00,1977-07-20 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SEDE,SP
CANCELADA,07.256.507/0001-50,ITAUSEG PARTICIPAÇÕES SA,SÃO PAULO,4.3449e+06,19933,2006-01-05 00:00:00,2012-11-28 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO HOLDING,SEDE,SP
CANCELADA,51.764.058/0001-42,ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC,SÃO PAULO,3.08602e+06,7757,1982-06-03 00:00:00,2006-06-01 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,54.526.082/0001-31,ITAUTEC S.A. - GRUPO ITAUTEC,SÃO PAULO,1.31094e+06,12530,1985-11-14 00:00:00,2019-08-15 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,01.545.830/0001-67,ITINGA PARTICIPACOES SA,SÃO PAULO,5.744e+06,16136,1997-02-21 00:00:00,1999-04-23 00:00:00,Emp. Adm. Participações,PRIVADO HOLDING,SEDE,SP
CANCELADA,00.185.041/0001-08,ITIQUIRA ENERGÉTICA S/A,ITIQUIRA,7.879e+07,18732,2000-08-08 00:00:00,2009-02-02 00:00:00,Energia Elétrica,ESTRANGEIRO,SEDE,MT
CANCELADA,97.395.172/0001-43,IVEN SA,SÃO PAULO,1.3103e+06,14389,1994-05-17 00:00:00,2005-04-29 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP
