SIT,DENOM_SOCIAL,MUN,CNPJ_CIA,SETOR_ATIV,CONTROLE_ACIONARIO,UF
CANCELADA,INEPAR ENERGIA SA,CURITIBA,02.225.714/0001-23,Energia Elétrica,PRIVADO,PR
CANCELADA,S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A,SÃO PAULO,02.250.726/0001-08,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO HOLDING,SP
ATIVO,UNIFIQUE TELECOMUNICAÇÕES S.A.,TIMBÓ,02.255.187/0001-08,Emp. Adm. Part. - Telecomunicações,PRIVADO,SC
CANCELADA,ABC SUPERMERCADOS SA,PETRÓPOLIS,02.258.274/0001-00,Comércio (Atacado e Varejo),PRIVADO,RJ
ATIVO,INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,CURITIBA,02.258.422/0001-97,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PR
ATIVO,TRANSNORDESTINA LOGISTICA SA,FORTALEZA,02.281.836/0001-37,Serviços Transporte e Logística,PRIVADO,CE
CANCELADA,ALTA - AMER.LAT.TELEC.AVANÇADAS S/A,RIO DE JANEIRO,02.282.923/0001-09,Telecomunicações,PRIVADO,RJ
ATIVO,LOCALIZA  FLEET S.A.,BELO HORIZONTE,02.286.479/0001-08,Serviços Transporte e Logística,PRIVADO HOLDING,MG
CANCELADA,SUBESTAÇÃO ELETROMETRÔ S/A,RIO DE JANEIRO,02.286.509/0001-78,Emp. Adm. Part. - Energia Elétrica,PRIVADO,RJ
CANCELADA,A.P. PARTICIPAÇOES SA,RIO DE JANEIRO,02.288.752/0001-25,Emp. Adm. Participações,ESTATAL,RJ
ATIVO,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,RIO DE JANEIRO,02.291.077/0001-93,Energia Elétrica,PRIVADO,RJ
CANCELADA,EPTE-EMPR. PTA TRANS. ENERG. ELETR. S.A.,SÃO PAULO,02.302.098/0001-67,Energia Elétrica,ESTATAL,SP
ATIVO,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,SÃO PAULO,02.302.100/0001-06,Energia Elétrica,PRIVADO,SP
ATIVO,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,SÃO PAULO,02.302.101/0001-42,Energia Elétrica,ESTATAL,SP
CANCELADA,PANTANAL PLAZA SHOPPING SA,CUIABÁ,02.305.131/0001-02,Comércio (Atacado e Varejo),PRIVADO HOLDING,MT
CANCELADA,GANGES PARTICIPACOES SA,RIO DE JANEIRO,02.312.126/0001-27,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,RIO DE JANEIRO,02.312.604/0001-07,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO HOLDING,RJ
CANCELADA,FG TRUST SA,RIO DE JANEIRO,02.312.666/0001-00,Emp. Adm. Part. - Securitização de Recebíveis,PRIVADO,RJ
CANCELADA,METALTRUST S/A (5212 PARTICIPAÇÕES S/A),BELO HORIZONTE,02.312.699/0001-50,Emp. Adm. Part. - Securitização de Recebíveis,PRIVADO,MG
CANCELADA,OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,RIO DE JANEIRO,02.318.346/0001-68,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
CANCELADA,TELESP CELULAR SA,SÃO PAULO,02.319.126/0001-59,Telecomunicações,ESTATAL,SP
CANCELADA,TELEBRASÍLIA CELULAR SA,BRASÍLIA,02.320.032/0001-08,Telecomunicações,PRIVADO,DF
CANCELADA,TELEMIG CELULAR SA,BELO HORIZONTE,02.320.739/0001-06,Telecomunicações,PRIVADO,MG
CANCELADA,TELAMAZON CELULAR SA,MANAUS,02.322.103/0001-01,Telecomunicações,PRIVADO,AM
CANCELADA,TELPA CELULAR SA,JOÃO PESSOA,02.322.271/0001-99,Telecomunicações,PRIVADO,PB
CANCELADA,TELEST CELULAR SA,VITÓRIA,02.325.945/0001-09,Telecomunicações,PRIVADO HOLDING,ES
CANCELADA,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,RIO DE JANEIRO,02.327.817/0001-02,Serviços Transporte e Logística,PRIVADO,RJ
ATIVO,ELEKTRO REDES S.A.,CAMPINAS,02.328.280/0001-97,Energia Elétrica,PRIVADO,SP
CANCELADA,TELASA CELULAR SA,MACEIÓ,02.328.592/0001-09,Telecomunicações,PRIVADO,AL
CANCELADA,TELERJ CELULAR SA,RIO DE JANEIRO,02.330.506/0001-94,Telecomunicações,PRIVADO,RJ
CANCELADA,TELEMS CELULAR SA,CAMPO GRANDE,02.331.492/0001-23,Telecomunicações,ESTATAL,MS
CANCELADA,TELEBAHIA CELULAR SA,SALVADOR,02.331.879/0001-80,Telecomunicações,PRIVADO HOLDING,BA
CANCELADA,TIM SUL S.A.,CURITIBA,02.332.397/0001-44,Telecomunicações,PRIVADO,PR
CANCELADA,TELERN CELULAR SA,NATAL,02.332.973/0001-53,Telecomunicações,PRIVADO,RN
CANCELADA,TELEACRE CELULAR SA,RIO BRANCO,02.332.982/0001-44,Telecomunicações,ESTATAL,AC
CANCELADA,TELEAMAPÁ CELULAR SA,MACAPÁ,02.333.355/0001-28,Telecomunicações,PRIVADO HOLDING,AP
CANCELADA,TELESC CELULAR S/A,FLORIANÓPOLIS,02.334.700/0001-48,Telecomunicações,PRIVADO,SC
CANCELADA,FIAGO PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,RIO DE JANEIRO,02.335.514/0001-23,Emp. Adm. Part. - Telecomunicações,PRIVADO,RJ
CANCELADA,TIM NORDESTE TELECOMUNICAÇÕES S.A.,JABOATÃO DOS GUARARAPES,02.336.993/0001-00,Telecomunicações,PRIVADO,PE
CANCELADA,TELERON CELULAR SA,PORTO VELHO,02.337.949/0001-07,Telecomunicações,PRIVADO,RO
CANCELADA,TELECEARÁ CELULAR SA,FORTALEZA,02.338.114/0001-71,Telecomunicações,PRIVADO,CE
ATIVO,LONGDIS SA,SÃO PAULO,02.338.534/0001-58,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,AMAZONIA CELULAR S/A,BELÉM,02.340.278/0001-33,Telecomunicações,PRIVADO HOLDING,PA
CANCELADA,TELEMAT CELULAR SA,ABADIA DOS DOURADOS,02.340.817/0001-34,Telecomunicações,ESTATAL,MT
CANCELADA,TELEGOIAS CELULAR SA,GOIÂNIA,02.341.506/0001-90,Telecomunicações,PRIVADO,GO
CANCELADA,TELERGIPE CELULAR SA,ARACAJU,02.349.167/0001-98,Telecomunicações,PRIVADO HOLDING,SE
ATIVO,TEGMA GESTÃO LOGÍSTICA SA,SÃO BERNARDO DO CAMPO,02.351.144/0001-18,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,LWSA S/A,SÃO PAULO,02.351.877/0001-52,Comunicação e Informática,PRIVADO,SP
ATIVO,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,PELOTAS,02.357.251/0001-53,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,RS
CANCELADA,TELEPARÁ CELULAR SA,BELÉM,02.361.554/0001-40,Telecomunicações,PRIVADO,PA
CANCELADA,RET PARTICIPAÇÕES S/A,SÃO PAULO,02.363.917/0001-86,Emp. Adm. Part. - Telecomunicações,PRIVADO,SP
CANCELADA,ZAIN PARTICIPAÇÕES S/A,RIO DE JANEIRO,02.363.918/0001-20,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
ATIVO,PADTEC HOLDING S.A.,CAMPINAS,02.365.069/0001-44,Emp. Adm. Part. - Telecomunicações,PRIVADO,SP
CANCELADA,VIANORTE S/A,RIBEIRÃO PRETO,02.366.097/0001-86,Serviços Transporte e Logística,PRIVADO HOLDING,SP
CANCELADA,TELEPISA CELULAR SA,TERESINA,02.368.412/0001-04,Telecomunicações,PRIVADO,PI
CANCELADA,MULTI-CAR RIO TERMINAL DE VEÍCULOS S/A,RIO DE JANEIRO,02.369.513/0001-08,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,TELAIMA CELULAR SA,BOA VISTA,02.369.651/0001-89,Telecomunicações,PRIVADO HOLDING,RR
CANCELADA,LIBRA TERMINAL 35 SA,RIO DE JANEIRO,02.373.383/0001-79,Serviços Transporte e Logística,PRIVADO,RJ
CANCELADA,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,RIO DE JANEIRO,02.373.517/0001-51,Serviços Transporte e Logística,PRIVADO,RJ
ATIVO,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,SÃO PEDRO DA ALDEIA,02.382.073/0001-10,"Saneamento, Serv. Água e Gás",PRIVADO,RJ
CANCELADA,PIRAJU PARTICIPACOES SA,SÃO PAULO,02.387.233/0001-14,Emp. Adm. Participações,PRIVADO HOLDING,SP
ATIVO,RUMO S.A.,SÃO PAULO,02.387.241/0001-60,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,SP
CANCELADA,LF TEL SA,SÃO PAULO,02.390.206/0001-09,Emp. Adm. Part. - Telecomunicações,PRIVADO,SP
CANCELADA,POCONÉ PARTICIPAÇÕES SA,SÃO PAULO,02.395.548/0001-03,Emp. Adm. Participações,PRIVADO HOLDING,SP
CANCELADA,PRH9 PRODUÇÕES SA,SÃO PAULO,02.396.693/0001-09,Serviços Diversos,PRIVADO,SP
CANCELADA,ITAPEBI GERAÇÃO DE ENERGIA S/A,RIO DE JANEIRO,02.397.080/0001-96,Energia Elétrica,PRIVADO,RJ
CANCELADA,CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,BARUERI,02.415.408/0001-50,Serviços Transporte e Logística,PRIVADO,SP
ATIVO,TIM S.A.,RIO DE JANEIRO,02.421.421/0001-11,Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,VASCO DA GAMA LICENCIAMENTOS S/A,RIO DE JANEIRO,02.424.122/0001-30,Emp. Adm. Participações,ESTRANGEIRO,RJ
ATIVO,CPFL ENERGIA SA,CAMPINAS,02.429.144/0001-93,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SP
CANCELADA,CTMR CELULAR SA,PELOTAS,02.432.056/0001-40,Telecomunicações,PRIVADO,RS
CANCELADA,ATL - ALGAR TELECOM LESTE S.A.,RIO DE JANEIRO,02.445.817/0001-07,Telecomunicações,PRIVADO,RJ
ATIVO,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,JUNDIAÍ,02.451.848/0001-62,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,VILLAGE COUNTRY SA,SÃO JOSÉ DOS PINHAIS,02.456.029/0001-08,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,PR
CANCELADA,BRASIL FERROVIAS S.A.,SÃO PAULO,02.457.269/0001-27,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,INVITEL SA,RIO DE JANEIRO,02.465.782/0001-60,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,FUTURETEL S.A. - EM LIQUIDAÇÃO,RIO DE JANEIRO,02.465.783/0001-04,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
ATIVO,ENGIE BRASIL ENERGIA S.A.,FLORIANÓPOLIS,02.474.103/0001-19,Energia Elétrica,PRIVADO,SC
CANCELADA,TELINVEST SA,SÃO PAULO,02.476.710/0001-18,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SP
CANCELADA,MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO,SÃO PAULO,02.490.462/0001-60,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
ATIVO,RUMO MALHA PAULISTA S.A.,SÃO PAULO,02.502.844/0001-66,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,MATÃO,02.509.186/0001-34,Serviços Transporte e Logística,PRIVADO,SP
ATIVO,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,SÃO BERNARDO DO CAMPO,02.509.491/0001-26,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,EMPRESA CONC.DE RODOV.DO SUL S/A ECOSUL,PELOTAS,02.511.048/0001-90,Serviços Transporte e Logística,PRIVADO,RS
CANCELADA,ARAGUAIA CIA INDL DE PROD ALIM,GURUPI,02.517.787/0001-99,Alimentos,PRIVADO,TO
CANCELADA,PÁTRIA INVESTIMENTOS IMOBILIÁRIOS S.A.,SÃO PAULO,02.533.576/0001-40,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO,SP
CANCELADA,PERNAMBUCO PARTIC  INVEST. SA,RECIFE,02.534.914/0001-68,"Máquinas, Equipamentos, Veículos e Peças",ESTATAL,PE
CANCELADA,EASYPAR SA,SÃO PAULO,02.535.294/0001-81,Intermediação Financeira,PRIVADO,SP
CANCELADA,MAORI SA,SÃO PAULO,02.535.295/0001-26,Emp. Adm. Part. - Gráficas e Editoras,PRIVADO,SP
ATIVO,VITAL ENGENHARIA AMBIENTAL S.A.,RIO DE JANEIRO,02.536.066/0001-26,"Saneamento, Serv. Água e Gás",PRIVADO,RJ
CANCELADA,SOMOS EDUCAÇÃO S.A.,SÃO PAULO,02.541.982/0001-54,Gráficas e Editoras,PRIVADO,SP
CANCELADA,CENTROVIAS-SISTEMAS RODOVIARIOS S/A,ITIRAPINA,02.555.926/0001-79,Serviços Transporte e Logística,PRIVADO HOLDING,SP
CANCELADA,VIVO PARTICIPAÇÕES SA,SÃO PAULO,02.558.074/0001-73,Telecomunicações,PRIVADO HOLDING,SP
CANCELADA,TIM PARTICIPAÇÕES SA,RIO DE JANEIRO,02.558.115/0001-21,Emp. Adm. Part. - Telecomunicações,PRIVADO,RJ
CANCELADA,TELEMIG CELULAR PARTICIPAÇÕES S.A.,BELO HORIZONTE,02.558.118/0001-65,Telecomunicações,PRIVADO HOLDING,MG
CANCELADA,EMBRATEL PARTICIPAÇÕES SA,RIO DE JANEIRO,02.558.124/0001-12,Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,TELE SUDESTE CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,02.558.129/0001-45,Emp. Adm. Part. - Telecomunicações,PRIVADO,RJ
CANCELADA,TCO CELULAR PARTICIPAÇÕES  S/A,BRASÍLIA,02.558.132/0001-69,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,DF
CANCELADA,TELE NORTE LESTE PARTICIPAÇÕES SA,RIO DE JANEIRO,02.558.134/0001-58,Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,TELE LESTE CELULAR PARTICIPAÇÕES SA,SÃO PAULO,02.558.144/0001-93,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SP
CANCELADA,TELE NORTE CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,02.558.154/0001-29,Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,TELE NORDESTE CELULAR PARTICIPAÇÕES SA,JABOATÃO DOS GUARARAPES,02.558.156/0001-18,Emp. Adm. Participações,PRIVADO HOLDING,PE
ATIVO,TELEFÔNICA BRASIL S.A.,SÃO PAULO,02.558.157/0001-62,Telecomunicações,PRIVADO,SP
ATIVO,HOSPITAL ANCHIETA S.A.,BRASÍLIA,02.560.878/0001-07,Serviços Médicos,PRIVADO,DF
CANCELADA,BRASIL TELECOM PARTICIPAÇÕES SA,RIO DE JANEIRO,02.570.688/0001-70,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
ATIVO,CAPITALPART PARTICIPAÇÕES SA,SÃO PAULO,02.591.787/0001-39,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SP
CANCELADA,TELPART PARTICIPAÇÕES S/A,RIO DE JANEIRO,02.591.814/0001-73,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,SONDIS BRASIL SA,SÃO PAULO,02.594.251/0001-77,Emp. Adm. Participações,PRIVADO,SP
ATIVO,TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.,RIO DE JANEIRO,02.600.854/0001-34,Telecomunicações,ESTRANGEIRO HOLDING,RJ
CANCELADA,INNCORP S.A.,SÃO PAULO,02.604.860/0001-60,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
ATIVO,NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,RIO DE JANEIRO,02.604.997/0001-14,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,ARGOLIS HOLDINGS S.A.,RIO DE JANEIRO,02.605.028/0001-88,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,MEM CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,02.607.723/0001-89,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,LATINTECH CAPITAL S/A,RIO DE JANEIRO,02.628.033/0001-06,Emp. Adm. Participações,ESTRANGEIRO HOLDING,RJ
ATIVO,JALLES MACHADO S.A.,GOIANÉSIA,02.635.522/0001-95,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,GO
CANCELADA,REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,SÃO PAULO,02.643.896/0001-52,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,RENNER PARTICIPAÇÕES SA,PORTO ALEGRE,02.659.727/0001-00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,RS
CANCELADA,TERMINAL GARAGEM MENEZES CORTES SA,RIO DE JANEIRO,02.664.042/0001-52,Serviços Transporte e Logística,PRIVADO,RJ
CANCELADA,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),SÃO PAULO,02.670.203/0001-10,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),SÃO PAULO,02.670.204/0001-65,Serviços Transporte e Logística,PRIVADO HOLDING,SP
CANCELADA,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,SÃO PAULO,02.670.205/0001-00,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,AUTOVIAS S/A,RIBEIRÃO PRETO,02.679.185/0001-38,Serviços Transporte e Logística,PRIVADO HOLDING,SP
CANCELADA,"PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",SÃO PAULO,02.682.287/0001-02,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,SANESALTO SANEAMENTO SA,SALTO,02.724.983/0001-34,"Saneamento, Serv. Água e Gás",PRIVADO,SP
CANCELADA,SUPERVIA CONCESS. DE TRANPORTE FERR. S/A,RIO DE JANEIRO,02.735.385/0001-60,Serviços Transporte e Logística,PRIVADO,RJ
CANCELADA,CONFIANZA SECURITIZADORA SA,SÃO PAULO,02.736.470/0001-43,Emp. Adm. Part. - Securitização de Recebíveis,PRIVADO,SP
CANCELADA,PLATYPUS SA,SÃO PAULO,02.736.471/0001-98,Emp. Adm. Part. - Serviços médicos,ESTRANGEIRO,SP
CANCELADA,MAVERICK SA,SÃO PAULO,02.736.473/0001-87,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,TOBASA TOCANTINS BABACU SA,TOCANTINÓPOLIS,02.747.251/0001-60,Alimentos,PRIVADO,TO
CANCELADA,BRAZILIAN FINANCE & REAL ESTATE S.A.,SÃO PAULO,02.762.113/0001-50,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO,SP
CANCELADA,MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.,RIO DE JANEIRO,02.762.115/0001-49,Extração Mineral,PRIVADO,RJ
ATIVO,SANTOS BRASIL PARTICIPAÇÕES S.A.,SÃO PAULO,02.762.121/0001-04,Emp. Adm. Part. - Serviços Transporte e Logística,ESTATAL HOLDING,SP
CANCELADA,PEARSON SISTEMAS DO BRASIL S.A.,SÃO PAULO,02.762.122/0001-40,Educação,PRIVADO,SP
ATIVO,BETAPART PARTICIPAÇÕES SA,RIO DE JANEIRO,02.762.124/0001-30,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO HOLDING,RJ
CANCELADA,OPEA SECURITIZADORA S.A.,SÃO PAULO,02.773.542/0001-22,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,ALBAE PARTICIPACOES SA,SÃO PAULO,02.783.422/0001-06,Emp. Adm. Participações,PRIVADO HOLDING,SP
CANCELADA,ALTERE SECURITIZADORA S.A.,SÃO PAULO,02.783.423/0001-50,Securitização de Recebíveis,PRIVADO HOLDING,SP
CANCELADA,PARQUES TEMÁTICO HOPI HARI S.A,SÃO PAULO,02.783.424/0001-03,Emp. Adm. Participações,PRIVADO HOLDING,SP
CANCELADA,ALIUM PARTICIPAÇÕES SA,RIO DE JANEIRO,02.783.425/0001-40,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
CANCELADA,COMPANHIA SIDERÚRGICA PAULISTA - COSIPA,SÃO PAULO,02.790.893/0001-41,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,GAMA PARTICIPAÇÕES S.A.,RIO DE JANEIRO,02.796.775/0001-40,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
ATIVO,COGNA EDUCAÇÃO S.A.,BELO HORIZONTE,02.800.026/0001-40,Emp. Adm. Part. - Educação,PRIVADO,MG
CANCELADA,AETATIS SECURITIZADORA S.A.,SÃO PAULO,02.808.481/0001-91,Securitização de Recebíveis,PRIVADO HOLDING,SP
CANCELADA,ACTORI PARTICIPAÇÕES SA,SÃO PAULO,02.808.627/0001-07,Emp. Adm. Participações,PRIVADO HOLDING,SP
CANCELADA,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,SÃO PAULO,02.808.708/0001-07,Bebidas e Fumo,PRIVADO,SP
CANCELADA,GEODEX COMMUNICATIONS S.A.,SÃO PAULO,02.808.710/0001-78,Telecomunicações,ESTRANGEIRO,SP
CANCELADA,INVESTVALE SERVIÇOS S.A.,RIO DE JANEIRO,02.812.190/0001-77,Comunicação e Informática,PRIVADO,RJ
ATIVO,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,SÃO PAULO,02.846.056/0001-97,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,CIA PETROLIFERA MARLIM,MACAÉ,02.854.397/0001-04,Petróleo e Gás,PRIVADO,RJ
CANCELADA,T4F ENTRETENIMENTO SA,SÃO PAULO,02.860.694/0001-62,Brinquedos e Lazer,PRIVADO,SP
CANCELADA,INVESTMOBILE SA,CURITIBA,02.869.385/0001-53,Emp. Adm. Participações,PRIVADO,PR
CANCELADA,VICUNHA SIDERURGIA SA,SÃO PAULO,02.871.007/0001-04,Emp. Adm. Part. - Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,SEARA ALIMENTOS SA,ITAJAÍ,02.914.460/0001-50,Alimentos,ESTRANGEIRO,SC
ATIVO,JBS SA,SÃO PAULO,02.916.265/0001-60,Alimentos,PRIVADO,SP
ATIVO,ARTERIS S.A.,SÃO PAULO,02.919.555/0001-67,Serviços Transporte e Logística,ESTRANGEIRO,SP
CANCELADA,SUBMARINO S/A,OSASCO,02.930.076/0001-41,Comércio (Atacado e Varejo),ESTRANGEIRO,SP
ATIVO,HYPERA S/A,SÃO PAULO,02.932.074/0001-91,Farmacêutico e Higiene,PRIVADO,SP
ATIVO,PDG REALTY S.A. EMPREEND E PARTICIPACOES,SÃO PAULO,02.950.811/0001-89,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SP
CANCELADA,CEMIG TELECOMUNICAÇÕES S/A,BELO HORIZONTE,02.983.428/0001-27,Telecomunicações,ESTATAL,MG
CANCELADA,INVESTHOTEL S.A.,CURITIBA,02.983.657/0001-41,Emp. Adm. Participações,PRIVADO,PR
CANCELADA,TRK BRASIL TRUST SA,CAMAÇARI,02.987.278/0001-20,Emp. Adm. Participações,PRIVADO,BA
CANCELADA,ARGOLIS PARTICIPAÇÕES S/A,RIO DE JANEIRO,02.992.440/0001-06,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
ATIVO,PROMPT PARTICIPAÇÕES S.A.,RIO DE JANEIRO,02.992.449/0001-09,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,RJ
CANCELADA,CALIBRE PARTICIPAÇÕES S/A,SÃO PAULO,02.992.453/0001-77,Emp. Adm. Participações,ESTRANGEIRO HOLDING,SP
CANCELADA,ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA,BARUERI,02.997.713/0001-05,Emp. Adm. Participações,PRIVADO,SP
ATIVO,RIO PARANAPANEMA ENERGIA SA,SÃO PAULO,02.998.301/0001-81,Energia Elétrica,PRIVADO,SP
CANCELADA,AES TIETE SA,BARUERI,02.998.609/0001-27,Energia Elétrica,PRIVADO,SP
ATIVO,ISA ENERGIA BRASIL S.A.,SÃO PAULO,02.998.611/0001-04,Energia Elétrica,PRIVADO HOLDING,SP
CANCELADA,MAHLE COFAP ANEIS SA,MAUÁ,03.002.935/0001-03,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,CELULAR CRT PARTICIPAÇÕES S.A.,PORTO ALEGRE,03.010.016/0001-73,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RS
ATIVO,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,SÃO PAULO,03.014.553/0001-91,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,SP
