SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF,CATEG_REG
ATIVO,22.163.297/0001-49,CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE,NITERÓI,24139,2017-05-25 00:00:00,2017-05-25 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria B
ATIVO,00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,RIO DE JANEIRO,19208,2001-12-26 00:00:00,2001-12-26 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria A
ATIVO,00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,RIO DE JANEIRO,19208,2001-12-26 00:00:00,2001-12-26 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria A
ATIVO,50.399.553/0001-37,CONCESSIONÁRIA RODOANEL NORTE SPE S.A.,SÃO PAULO,27782,2025-02-11 00:00:00,2025-02-11 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
CANCELADA,00.861.626/0001-92,CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A,SANTA ISABEL,19577,2004-08-16 00:00:00,2020-10-23 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,51.742.485/0001-20,CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.,VARGINHA,27588,2024-08-09 00:00:00,2024-08-09 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,48.127.008/0001-40,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.,POUSO ALEGRE,27596,2024-08-09 00:00:00,2024-08-09 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,48.127.012/0001-08,CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.,UBERLÂNDIA,27537,2024-07-12 00:00:00,2024-07-12 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,10.647.979/0001-48,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,ITATIBA,22071,2010-06-30 00:00:00,2010-06-30 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,41.886.692/0001-02,CONCESSIONARIA ROTA DE SANTA MARIA S.A,SANTA CRUZ DO SUL,27294,2023-08-24 00:00:00,2023-08-24 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria B
ATIVO,41.886.692/0001-02,CONCESSIONARIA ROTA DE SANTA MARIA S.A,SANTA CRUZ DO SUL,27294,2023-08-24 00:00:00,2023-08-24 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria B
ATIVO,19.521.322/0001-04,CONCESSIONÁRIA ROTA DO OESTE S.A.,CUIABÁ,23922,2016-06-07 00:00:00,2016-06-07 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MT,Categoria B
ATIVO,15.440.708/0001-30,CONCESSIONÁRIA VIARIO S.A.,RIO DE JANEIRO,27405,2024-01-08 00:00:00,2024-01-08 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria B
CANCELADA,60.882.628/0001-90,CONFAB INDUSTRIAL SA,SÃO CAETANO DO SUL,4650,1980-08-21 00:00:00,2012-05-11 00:00:00,Metalurgia e Siderurgia,ESTRANGEIRO,SEDE,SP,Categoria A
CANCELADA,02.736.470/0001-43,CONFIANZA SECURITIZADORA SA,SÃO PAULO,18236,1999-05-04 00:00:00,2023-05-03 00:00:00,Emp. Adm. Part. - Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,09.116.278/0001-01,CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL,CONDE,4685,1977-07-20 00:00:00,2025-08-20 00:00:00,Embalagens,PRIVADO,SEDE,PB,Categoria A
ATIVO,97.191.902/0001-94,CONSERVAS ODERICH SA,SÃO SEBASTIÃO DO CAÍ,4693,1977-07-20 00:00:00,1977-07-20 00:00:00,Alimentos,PRIVADO,SEDE,RS,Categoria A
CANCELADA,29.894.663/0001-89,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,SÃO PAULO,24899,2020-01-21 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO HOLDING,SEDE,SP,Categoria B
CANCELADA,17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A,SÃO PAULO,4707,1977-07-20 00:00:00,2024-03-28 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,46.014.635/0001-49,CONST LIX DA CUNHA SA,CAMPINAS,4774,1977-07-20 00:00:00,2019-08-23 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,SÃO PAULO,4723,1977-07-20 00:00:00,1977-07-20 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
CANCELADA,61.192.373/0001-04,CONSTRUTORA BETER SA,SÃO PAULO,4758,1977-07-20 00:00:00,2016-08-30 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,27.743.642/0001-37,CONSTRUTORA METROCASA S.A.,SÃO PAULO,27340,2023-11-01 00:00:00,2023-11-01 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,PORTO ALEGRE,13030,1986-09-29 00:00:00,1986-09-29 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RS,Categoria A
ATIVO,71.476.527/0001-35,CONSTRUTORA TENDA S/A,SÃO PAULO,21148,2007-10-11 00:00:00,2007-10-11 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
CANCELADA,17.632.564/0001-40,CONSULT SECURITIZADORA S/A,CURITIBA,23256,2013-10-25 00:00:00,2015-02-27 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR,Categoria B
CANCELADA,31.594.055/0001-09,CONTAGEM SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,RIO DE JANEIRO,24651,2019-02-27 00:00:00,2020-09-04 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ,Categoria B
ATIVO,04.032.433/0001-80,CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,RIO DE JANEIRO,19100,2001-10-29 00:00:00,2001-10-29 00:00:00,Emp. Adm. Part. - Comunicação e Informática,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,61.535.241/0001-20,CONTEX CONFECÇÕES TEXTEIS SA,RIO DE JANEIRO,13820,1991-04-26 00:00:00,2010-01-04 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,09.462.850/0001-86,COPACABANA PRINCE PARTICIPAÇÕES S.A.,SÃO PAULO,21598,2008-08-07 00:00:00,2011-12-31 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,04.895.066/0001-48,COPALA INDUSTRIAS REUNIDAS SA,BELÉM,4812,1977-07-20 00:00:00,2010-01-04 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,PA,Categoria A
ATIVO,04.368.898/0001-06,COPEL DISTRIBUIÇÃO S.A.,CURITIBA,26808,2022-05-19 00:00:00,2022-05-19 00:00:00,Energia Elétrica,ESTATAL HOLDING,SEDE,PR,Categoria B
ATIVO,04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S/A,CURITIBA,24740,2019-06-27 00:00:00,2019-06-27 00:00:00,Energia Elétrica,ESTATAL HOLDING,SEDE,PR,Categoria B
CANCELADA,10.265.949/0001-77,COPERSUCAR SA,SÃO PAULO,22535,2011-07-19 00:00:00,2011-08-12 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
CANCELADA,29.845.329/0001-35,COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS SA,RIO DE JANEIRO,24570,2018-10-26 00:00:00,2020-09-04 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ,Categoria B
ATIVO,08.845.676/0001-98,CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.,SÃO PAULO,27669,2024-10-03 00:00:00,2024-10-03 00:00:00,Serviços Médicos,PRIVADO,SEDE,SP,Categoria B
CANCELADA,15.101.405/0001-93,CORRÊA RIBEIRO S/A COMÉRCIO E INDÚSTRIA,SALVADOR,4863,1977-07-20 00:00:00,2024-01-29 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SEDE,BA,Categoria A
ATIVO,15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,SÃO PAULO,27260,2023-08-09 00:00:00,2023-08-09 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
CANCELADA,62.092.739/0001-28,COSAN ALIMENTOS S.A.,TARUMÃ,20923,2007-07-16 00:00:00,2010-06-04 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria B
CANCELADA,17.346.997/0001-39,COSAN LOGÍSTICA S.A.,SÃO PAULO,23485,2014-09-11 00:00:00,2021-01-22 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,50.746.577/0001-15,COSAN S.A.,SÃO PAULO,19836,2005-10-26 00:00:00,2005-10-26 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
ATIVO,50.746.577/0001-15,COSAN S.A.,SÃO PAULO,19836,2005-10-26 00:00:00,2005-10-26 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
CANCELADA,44.689.123/0001-57,COSTA PINTO S.A.,SÃO PAULO,12220,1985-01-16 00:00:00,2013-03-25 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
CANCELADA,03.410.855/0001-89,CP CIMENTO E PARTICIPAÇÕES  S/A,RIO DE JANEIRO,19216,2002-01-22 00:00:00,2011-03-21 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO,SEDE,RJ,Categoria B
ATIVO,02.429.144/0001-93,CPFL ENERGIA SA,CAMPINAS,18660,2000-05-18 00:00:00,2000-05-18 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,02.429.144/0001-93,CPFL ENERGIA SA,CAMPINAS,18660,2000-05-18 00:00:00,2000-05-18 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,CAMPINAS,20540,2007-03-08 00:00:00,2007-03-08 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
ATIVO,08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,CAMPINAS,20540,2007-03-08 00:00:00,2007-03-08 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,03.953.509/0001-47,CPFL GERAÇÃO DE ENERGIA S/A,CAMPINAS,18953,2001-06-07 00:00:00,2026-01-22 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
ATIVO,92.715.812/0001-31,CPFL TRANSMISSÃO S.A.,PORTO ALEGRE,3204,1970-01-07 00:00:00,1970-01-07 00:00:00,Energia Elétrica,ESTATAL,SEDE,RS,Categoria B
ATIVO,92.715.812/0001-31,CPFL TRANSMISSÃO S.A.,PORTO ALEGRE,3204,1970-01-07 00:00:00,1970-01-07 00:00:00,Energia Elétrica,ESTATAL,SEDE,RS,Categoria B
ATIVO,10.158.356/0001-01,CPX DISTRIBUIDORA S.A.,ITAJAÍ,27839,2025-06-30 00:00:00,2025-06-30 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SC,Categoria B
CANCELADA,21.331.849/0001-18,CREDGRID SERVIÇOS FINANCEIROS S.A.,SÃO PAULO,26972,2022-10-11 00:00:00,2023-04-28 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SEDE,SP,Categoria B
CANCELADA,82.641.325/0001-18,CREMER SA,BLUMENAU,20141,2006-06-30 00:00:00,2018-11-22 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC,Categoria A
ATIVO,62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,SÃO PAULO,25526,2021-02-09 00:00:00,2021-02-09 00:00:00,Educação,PRIVADO,SEDE,SP,Categoria A
CANCELADA,35.502.310/0001-99,CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.,MOGI DAS CRUZES,25739,2021-04-26 00:00:00,2022-05-04 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
CANCELADA,05.889.284/0001-32,CSA-COMPANHIA SECURITIZADORA DE ATIVOS,SÃO PAULO,19470,2003-12-16 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,08.902.291/0001-15,CSN MINERAÇÃO S.A.,CONGONHAS,25585,2021-02-12 00:00:00,2021-02-12 00:00:00,Extração Mineral,PRIVADO,SEDE,MG,Categoria A
ATIVO,01.896.779/0001-38,CSU DIGITAL S.A.,BARUERI,20044,2006-04-25 00:00:00,2006-04-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
ATIVO,06.981.381/0001-13,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,PIRACICABA,23981,2016-08-24 00:00:00,2016-08-24 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
CANCELADA,09.601.322/0001-60,CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO,RIO DE JANEIRO,21652,2008-10-09 00:00:00,2017-03-31 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,RJ,Categoria B
ATIVO,08.797.760/0001-83,CURY CONSTRUTORA E INCORPORADORA S.A.,SÃO PAULO,25100,2020-09-17 00:00:00,2020-09-17 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,SANTO ANDRÉ,23310,2013-12-05 00:00:00,2013-12-05 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SP,Categoria A
ATIVO,10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,SANTO ANDRÉ,23310,2013-12-05 00:00:00,2013-12-05 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SP,Categoria A
ATIVO,16.233.389/0001-55,CVLB BRASIL S.A.,RIO DE JANEIRO,25542,2021-02-10 00:00:00,2021-02-10 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ,Categoria A
ATIVO,73.178.600/0001-18,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,SÃO PAULO,14460,1994-07-07 00:00:00,1994-07-07 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,12.108.897/0001-50,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,RIO DE JANEIRO,25046,2020-08-06 00:00:00,2020-08-06 00:00:00,Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,RJ,Categoria A
CANCELADA,02.312.604/0001-07,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,RIO DE JANEIRO,16950,1998-03-06 00:00:00,2017-05-30 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO HOLDING,SEDE,RJ,Categoria A
CANCELADA,01.287.588/0001-79,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A.,ITAPIPOCA,24414,2018-04-26 00:00:00,2018-11-09 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,CE,Categoria A
CANCELADA,07.704.246/0001-93,DATORA PARTICIPAÇÕES E SERVIÇOS S/A,NOVA LIMA,26557,2021-12-22 00:00:00,2024-07-16 00:00:00,Comunicação e Informática,PRIVADO,SEDE,MG,Categoria A
CANCELADA,12.395.010/0001-52,DELUXE MOTORS S.A.,CURITIBA,23191,2013-09-09 00:00:00,2016-01-07 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria A
CANCELADA,62.464.904/0001-25,DERSA DESENVOLVIMENTO RODOVIARIO SA,SÃO PAULO,14699,1994-12-23 00:00:00,2009-11-25 00:00:00,Serviços Transporte e Logística,ESTATAL,SEDE,SP,Categoria B
CANCELADA,81.106.957/0001-19,DESCARBONIZE SOLUÇÕES S.A.,MARINGÁ,27278,2023-08-16 00:00:00,2024-10-07 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,PR,Categoria B
ATIVO,08.170.849/0001-15,DESKTOP S.A,NOVA ODESSA,26026,2021-07-19 00:00:00,2021-07-19 00:00:00,Telecomunicações,PRIVADO,SEDE,SP,Categoria A
ATIVO,08.170.849/0001-15,DESKTOP S.A,NOVA ODESSA,26026,2021-07-19 00:00:00,2021-07-19 00:00:00,Telecomunicações,PRIVADO,SEDE,SP,Categoria A
ATIVO,97.837.181/0001-47,DEXCO S.A.,SÃO PAULO,21091,2007-09-10 00:00:00,2007-09-10 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,97.837.181/0001-47,DEXCO S.A.,SÃO PAULO,21091,2007-09-10 00:00:00,2007-09-10 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,02.193.750/0001-52,DEXXOS PARTICIPAÇÕES S.A.,RIO DE JANEIRO,16632,1997-11-20 00:00:00,1997-11-20 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,92.825.900/0001-96,DHB IND E COMERCIO SA,PORTO ALEGRE,5150,1978-03-21 00:00:00,2017-04-12 00:00:00,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",PRIVADO,SEDE,RS,Categoria A
ATIVO,61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,BARUERI,19623,2004-11-05 00:00:00,2004-11-05 00:00:00,Serviços Médicos,PRIVADO,SEDE,SP,Categoria A
ATIVO,61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,BARUERI,19623,2004-11-05 00:00:00,2004-11-05 00:00:00,Serviços Médicos,PRIVADO,SEDE,SP,Categoria A
ATIVO,65.654.303/0001-73,DIBENS LEASING S.A.- ARREND. MERCANTIL,SÃO PAULO,14214,1993-09-28 00:00:00,1993-09-28 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
CANCELADA,89.547.269/0001-04,DIGITEL S.A. INDUSTRIA ELETRONICA - EM RECUPERAÇÃO JUDICIAL,ALVORADA,12858,1986-06-20 00:00:00,2020-06-15 00:00:00,Comunicação e Informática,PRIVADO,SEDE,RS,Categoria A
CANCELADA,40.173.064/0001-09,DIJON SA,RIO DE JANEIRO,13838,1991-04-30 00:00:00,2010-09-23 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ,Categoria A
ATIVO,92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,ELDORADO DO SUL,9342,1977-07-20 00:00:00,1977-07-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS,Categoria A
ATIVO,92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,ELDORADO DO SUL,9342,1977-07-20 00:00:00,1977-07-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS,Categoria A
ATIVO,07.659.538/0001-51,DINAMICA ENERGIA S/A,RIO DE JANEIRO,20052,2006-05-03 00:00:00,2006-05-03 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ,Categoria B
ATIVO,16.614.075/0001-00,DIRECIONAL ENGENHARIA SA,BELO HORIZONTE,21350,2008-02-29 00:00:00,2008-02-29 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SEDE,MG,Categoria A
CANCELADA,60.394.723/0001-44,DIXIE TOGA SA,SÃO PAULO,14931,1995-06-30 00:00:00,2011-07-21 00:00:00,Embalagens,PRIVADO,SEDE,SP,Categoria A
CANCELADA,91.669.747/0001-92,"DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",SÃO JOSÉ DOS CAMPOS,6076,1977-07-20 00:00:00,2025-05-30 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,33.433.665/0001-48,DOCAS INVESTIMENTOS SA,RIO DE JANEIRO,3182,1977-07-20 00:00:00,2014-05-23 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,RJ,Categoria A
ATIVO,84.683.408/0001-03,DOHLER S.A.,JOINVILLE,5207,1973-12-26 00:00:00,1973-12-26 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC,Categoria A
CANCELADA,04.034.792/0001-76,DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,SÃO PAULO,19070,2001-10-29 00:00:00,2016-12-22 00:00:00,Emp. Adm. Part. - Arrendamento Mercantil,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,31.119.639/0001-14,DONA ISABEL SA,NITERÓI,3212,1969-01-13 00:00:00,2010-01-04 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,52.123.916/0001-32,DORI ALIMENTOS S.A.,SÃO PAULO,26360,2021-11-17 00:00:00,2023-12-15 00:00:00,Alimentos,PRIVADO,SEDE,SP,Categoria A
ATIVO,18.174.270/0001-84,DOTZ S.A.,SÃO PAULO,25836,2021-05-12 00:00:00,2021-05-12 00:00:00,Comunicação e Informática,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,12.492.734/0001-14,DROGARIAS AMERICANAS SA,CURITIBA,22837,2012-07-09 00:00:00,2016-01-07 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,PR,Categoria A
ATIVO,03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,QUATRO BARRAS,18597,2000-02-04 00:00:00,2000-02-04 00:00:00,Telecomunicações,PRIVADO,SEDE,PR,Categoria A
ATIVO,03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,QUATRO BARRAS,18597,2000-02-04 00:00:00,2000-02-04 00:00:00,Telecomunicações,PRIVADO,SEDE,PR,Categoria A
CANCELADA,10.382.341/0001-22,DUXXI IMOBILIÁRIA S.A.,SÃO PAULO,22047,2010-06-04 00:00:00,2017-04-12 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",ESTRANGEIRO HOLDING,SEDE,SP,Categoria A
CANCELADA,02.535.294/0001-81,EASYPAR SA,SÃO PAULO,17795,1998-10-02 00:00:00,2010-01-04 00:00:00,Intermediação Financeira,PRIVADO,SEDE,SP,Categoria A
CANCELADA,10.847.761/0001-37,EBX BRASIL SA,RIO DE JANEIRO,21784,2009-10-08 00:00:00,2014-03-13 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,ESTRANGEIRO,SEDE,RJ,Categoria A
CANCELADA,10.753.164/0001-43,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,SÃO PAULO,21741,2009-07-15 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,19.208.022/0001-70,ECO050 - CONCESSIONÁRIA DE RODOVIAS S.A.,UBERLÂNDIA,23884,2016-03-02 00:00:00,2016-03-02 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,15.484.093/0001-44,ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,SERRA,23582,2015-04-10 00:00:00,2015-04-10 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,ES,Categoria B
ATIVO,29.884.545/0001-90,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.,NITERÓI,27456,2024-03-01 00:00:00,2024-03-01 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria B
ATIVO,08.873.873/0001-10,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,SÃO BERNARDO DO CAMPO,21903,2009-12-22 00:00:00,2009-12-22 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP,Categoria B
ATIVO,04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,SÃO PAULO,19453,2003-09-24 00:00:00,2003-09-24 00:00:00,Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP,Categoria A
ATIVO,04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,SÃO PAULO,19453,2003-09-24 00:00:00,2003-09-24 00:00:00,Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP,Categoria A
CANCELADA,27.092.587/0001-62,EDAFO SECURITIZADORA S.A.,SÃO PAULO,24325,2018-01-17 00:00:00,2018-06-26 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,02.183.757/0001-93,EDITORA ABRIL S/A,SÃO PAULO,19143,2001-11-06 00:00:00,2011-08-18 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria B
ATIVO,03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,SÃO PAULO,19763,2005-07-05 00:00:00,2005-07-05 00:00:00,Energia Elétrica,ESTRANGEIRO HOLDING,SEDE,SP,Categoria B
ATIVO,03.983.431/0001-03,EDP ENERGIAS DO BRASIL S/A,SÃO PAULO,19763,2005-07-05 00:00:00,2005-07-05 00:00:00,Energia Elétrica,ESTRANGEIRO HOLDING,SEDE,SP,Categoria B
ATIVO,28.152.650/0001-71,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,VITÓRIA,15342,1996-01-19 00:00:00,1996-01-19 00:00:00,Energia Elétrica,PRIVADO,SEDE,ES,Categoria B
ATIVO,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,SÃO PAULO,16985,1998-03-27 00:00:00,1998-03-27 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,12.668.792/0001-56,EGEU PARTICIPAÇÕES SA,SÃO PAULO,22713,2012-02-07 00:00:00,2013-12-31 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria B
ATIVO,36.146.575/0001-64,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,SÃO CARLOS,26875,2022-07-08 00:00:00,2022-07-08 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
